ID,Answer
388,國內市場狹小而無法發展
389,民國32年
390,為迅速取得西線勝利
391,幅員遼闊
392,伯克制
393,受到發動機的效率的影響而較差
394,國家起源說
395,路易·巴斯德
396,台中軟體園區
397,宣統三年
398,1991年
399,三國史記
400,第二次工業革命
401,突厥語
402,拉海納
403,約翰·坎貝爾
404,8小時
405,百變天后
406,民國16年
407,國立廣東大學
408,亞伯拉罕諸教
409,六億七千多萬美金
410,妖怪
411,專家
412,低地蘇格蘭語
413,空氣
414,非常混亂
415,阿爾泰語系
416,皇太極
417,信陽
418,5000至7000名
419,准將
420,質量
421,科技
422,媽祖
423,6個威尼斯人
424,計劃委員會
425,15米
426,蘇丹
427,雲騎尉
428,八公分
429,2020年代中期
430,恆星
431,那拉氏
432,辛酉政變
433,銅
434,統一企業
435,2456293.521
436,生物學研究
437,陳誠
438,孫中山
439,奪取了彼得格勒的政權
440,德國工業
441,九一八事變
442,1978年
443,天皇
444,731美元
445,蒙德維爾
446,嘉義市
447,對保護農業生產
448,肺呼氣機制
449,五角星
450,波斯薩珊王朝
451,船舶
452,阿29
453,比普通自行車省力、舒適
454,中國共產黨中央政治局常務委員會
455,1945年
456,一條簡單的直線
457,北京路公交車道上的由昆明公交和昆明城巴共同運營的236路
458,盟旗制
459,臺南州
460,布朗茜
461,40度
462,一次大戰期間
463,大滿貫男子單打比賽
464,中華人民共和國
465,保守派
466,網景公司
467,《全唐詩》
468,1912年
469,1982年
470,七年
471,奧地利
472,貝爾實驗室
473,陳奕迅
474,吳三連
475,1917年
476,馬揚武
477,1月8日
478,掃雷艇部隊
479,1301年
480,多黨制
481,民國15年
482,80年代
483,公元前第一個千年的中期
484,東晉時期
485,線傳飛控
486,光明星4號
487,烏孜別克人
488,2555公里
489,第一次國共內戰
490,121年
491,茲維亞德·加姆薩胡爾季阿
492,以避免造成路口交通不暢
493,長程巡弋飛彈
494,荀子
495,清朝
496,7年
497,雙北合作交流平台
498,將傳統的靜穩定推向靜不穩定設計，提高總體可用升力和飛機的運動能力
499,中國政法大學
500,瑪黛茶
501,二戰時期
502,鈉鹽
503,江戶時代
504,民國4年
505,西格里
506,1992年
507,軍政
508,貝爾根
509,太白
510,朱棣
511,十億韓國
512,低稅賦
513,小選舉區制
514,科索沃
515,「反對資產階級自由化」運動
516,自由放任
517,工業生物技術
518,四年
519,段祺瑞
520,湯瑪斯伊格頓
521,溪南
522,1925年
523,蝸頂
524,高速發展
525,千分之三
526,後座雷達官
527,1975年
528,氫硫酸
529,經濟
530,為了使編輯長頁面更容易
531,黨費
532,在同一個生物體中可能同時有雄性及雌性的生殖器官
533,經濟建設
534,《中華民國臨時政府組織大綱》
535,港式酒樓
536,社會政治運動
537,帕吉勒提河
538,「西南美麗的地方」
539,「天」的至高無上
540,開羅
541,2013年
542,林紹良
543,1955年
544,多倫多運輸局
545,公元前一世紀
546,柵欄
547,1910年
548,老虎
549,狄拉克
550,唐太宗
551,健康寫實電影
552,1956年7月
553,老人星
554,中生代
555,伊爾庫茨克國立大學
556,王罕
557,23406人
558,1789年
559,兩個
560,臺灣省臺北市
561,朝鮮日治時期
562,藝聲
563,馬[UNK]
564,總兵官
565,《金驢記》
566,哈大客運專線
567,漢風魏韻
568,科學研究
569,反文化運動
570,英國
571,唐文宗
572,轟炸機
573,都卜勒效應
574,義大利
575,中世紀
576,聽放線
577,劉駿
578,18個
579,至元二十九年
580,保守派
581,南海
582,陶瓷
583,1980年代
584,法國
585,西佛羅里達
586,1997年
587,驛路
588,9年的免費教育，其中6年小學，其後是為前3年
589,ucla
590,1959年7月
591,101公里
592,國務院常務會議
593,20倍
594,喬治亞共和國
595,1943年
596,全面性戰爭
597,橫位
598,屬聯邦政府之權力
599,韓國
600,氯仿
601,土耳其人
602,瀕危物種
603,越戰
604,公民權
605,可再生能源發電
606,極端大陸性氣候
607,金華
608,1929年
609,法國電信
610,笛卡爾
611,1897年
612,中山盛產海鹽
613,華北財經辦事處
614,市場分析
615,上海南站
616,2006年
617,家庭喜劇片
618,支持者
619,男子
620,反對建文帝削藩
621,建築學院
622,朱熹
623,自由民主黨
624,傳播色情
625,植物
626,哈齊客運專線
627,第五區
628,梵蒂岡的武裝軍事力量
629,1983年
630,漢武帝
631,關東地方
632,要求蘇方撤軍
633,巴黎聖母院
634,西方文明開始衝擊朝鮮半島
635,東晉常[UNK]
636,1936年
637,預言
638,非商用
639,五桂山
640,枇杷
641,嘉義市
642,農業
643,29個
644,民國31年
645,10月23日
646,《金驢記》
647,固有詞
648,第二次世界大戰
649,5000噸級
650,君士坦丁堡
651,2015年年底
652,古漢語
653,22年
654,阿列克修斯·杜卡斯
655,霍諾里烏斯
656,喜馬拉雅山脈
657,1937年
658,1964年
659,19世紀
660,油氣開發
661,100公里的高度
662,明孝宗
663,阿圖什
664,第八區
665,1925年
666,照射紫外線
667,九一八事變
668,春秋
669,對大自然的崇拜
670,馬祖
671,1899年
672,姚安縣
673,尼布楚條約
674,中央窩
675,利奧三世
676,「殖民主義」
677,奧德
678,30米
679,2000公厘
680,自主性
681,麥克萊倫將軍
682,赤城鎮政府街1號
683,纖維心包
684,羅非魚
685,潘普洛納
686,長白山優質天然礦泉
687,1848年
688,《臺灣府志》
689,埃及
690,第八位
691,6比6時
692,民國39年
693,日本築地活版印刷所
694,傑伊條約
695,超新星
696,全斗煥
697,2007年
698,dr.rufusb.vonkleinsmid
699,索馬利亞政府司法系統
700,385年
701,軍隊編制問題
702,丁日昌
703,韓國
704,1980年代
705,何韻詩
706,1925年
707,印度河流域文明
708,2009年
709,湘西土家族苗族自治州
710,許貢
711,少
712,北魏孝文帝
713,西寧王李定國
714,22條
715,公共健康與醫學領域
716,《新基本法令》
717,1962年
718,洪武三十一年
719,共產黨
720,奧匈帝國
721,突厥汗國
722,白矮星
723,咖啡因
724,司馬元顯
725,階梯狀
726,漳州人
727,6個小時
728,1651年
729,憲法
730,呂驥
731,90年代
732,金日成
733,第5
734,愛德華·懷克-史密斯
735,西班牙瓦倫西亞
736,1787年
737,王保保
738,復仇
739,1898年
740,守舊派
741,古巴
742,端敬王后
743,中生代
744,約瑟夫史達林
745,中華人民共和國
746,一直維持議會的高度集權
747,抑制人口增加
748,蘇聯遠東軍
749,全國人民代表大會常務委員會
750,福建社團聯會
751,年輕恆星
752,對第一期作水稻增產10％
753,華人富有、加上不少華人傾向中共，各國為推行反共政策
754,2.70%
755,日本
756,分子雲內部
757,鮮卑部落
758,法蘭西人
759,1918年
760,1939年
761,東三省巡閱使衛隊旅旅長
762,巴黎條約
763,1970年
764,威斯康辛大學麥迪遜分校
765,乾燥
766,麻赫穆德·喀什噶里
767,帕拉多霍祭壇組雕
768,資格賽賽制
769,周貽淦
770,民國16年
771,13世紀
772,「三監之亂
773,周恩來
774,馬略
775,至元十三年
776,磷化氫
777,1970年代
778,圖西族
779,聖餐紀念說
780,非暴力實踐空腹死刑
781,三國志
782,地心說
783,長沙太守
784,熱遲滯現象
785,1978年
786,上海
787,比利時
788,濃硫酸
789,認為每一種事物都是由原子所組成的
790,「兄弟國的盟約」
791,2011年
792,硫
793,1979年
794,義大利
795,農業
796,卡拉恰伊湖
797,宋理宗
798,汪達爾-阿蘭王國
799,臺北
800,共和黨
801,日本
802,二戰的爆發
803,1976年
804,上海
805,1949年
806,麻省理工學院
807,階級社會
808,1920年代
809,部隊局
810,1449年
811,1986年
812,隆武帝
813,第一次世界大戰
814,孫叔敖
815,《斯納格的奇妙大陸》
816,雙汗制
817,78歲
818,半軍事管制
819,中華全國體育總會
820,恆星自轉
821,人文關懷
822,1972年
823,墮胎法
824,軍閥混戰
825,中國共產黨解放軍
826,扶餘王子朱蒙因與其他王子不和，逃離夫餘國到鴨綠江沿岸的卒本扶餘
827,人民頻繁的遷移
828,公元7世紀
829,對境外落地的信號實施地面頻道干擾
830,造成政府的長期不穩定
831,匈牙利
832,1979年
833,高句麗
834,蘇區
835,「西區門戶計畫
836,恆星
837,1940年
838,妖怪學
839,1987年
840,習自養親
841,汾河
842,關漢卿
843,湯玉麟
844,陳平順
845,主序帶
846,羅貝爾
847,整個站體都位於天橋上
848,1955年
849,蒙古人民共和國加入聯合國的部分行使否決權，理由是全蒙古是中國的一部分
850,金石並用時代
851,天皇
852,朝鮮白頭山
853,德國人
854,2013年
855,羅馬帝國
856,氣體
857,第一目擊者
858,生存競爭中自由淘汰的結果
859,1987年
860,韓國
861,王孝通
862,哈比亞利馬納
863,船長的女兒，曾在布里斯托中央圖書館擔任圖書管理員
864,阿瓦魯阿
865,馬麒
866,基因特質
867,印地語
868,焦爾達諾·布魯諾
869,乾隆
870,長高約八公分
871,潛伏期
872,民國43年
873,地質類學科專業
874,中國科學技術大學副校長
875,咖啡豆
876,狄奧多西
877,2016年2月10日
878,韓國高鐵
879,美西戰爭
880,尊漢思想
881,蒂羅爾
882,宙斯
883,供應服務過多
884,「1910年革命」
885,洛邑
886,逐水草而居
887,杜慧度
888,憲政改革
889,英國
890,斯塔福德郡
891,元熙元年
892,劉少奇
893,1922年
894,小學升初中
895,代表著一切非理性力量的總合
896,東德使館
897,冷戰時期
898,1970年
899,恆星殘骸
900,顯微注射
901,馬可波羅
902,新羅馬
903,上海鐵路局
904,離岸人民幣
905,為了確保比利時的中立和維護1839年簽署的《倫敦條約》
906,德語聖經
907,使用精子庫
908,速度
909,士兵
910,120天
911,1950年代
912,文藝復興運動
913,行為不檢點
914,文藝復興式
915,淮安
916,1590年
917,1990年10月3日
918,威廉港
919,柏林國際廣播電台
920,十億光年
921,春秋時期
922,使郵驛通信十分有效地發揮效能
923,媒體維基
924,歷史
925,1949年
926,67個
927,10月24日
928,1884年
929,俄國
930,大慶油田
931,私立大學
932,漢諾瓦
933,早期韓國華僑的聚集所在
934,李雄
935,許榮茂
936,汪大淵
937,英語
938,[UNK]稻
939,宋真宗
940,120%
941,利蘭·海沃德
942,9月
943,其副汗或小汗多帶有伊利的的稱號
944,唐德剛
945,路易十四
946,韓國
947,0.07個太陽質量
948,閩南人
949,民國28年
950,李煥之
951,公共汽車
952,核質
953,鴨巴甸
954,東正教
955,八角鼓
956,迦太基式的和平
957,文化大革命
958,1642年
959,徐載弼
960,貴由
961,匈奴人
962,芝加哥大學
963,造船業
964,射速慢
965,紐格威森林
966,2012年
967,拿破崙
968,戴克里先
969,166年
970,太極兩儀
971,市場經濟
972,1961年
973,亞歷山大六世
974,1871年
975,悼念周恩來集會
976,20世紀60年代
977,1958年底
978,一些國家採胡漢分治的制度
979,涵元殿
980,杜甫
981,漢文
982,12次
983,科學社會學
984,1138公頃
985,《中華人民共和國村民委員會組織法》
986,荷蘭
987,聯合國
988,成功奪得影帝最佳男主角寶座
989,內陸山區
990,國大黨
991,白堊紀滅絕事件
992,模特
993,異端邪說
994,1258年
995,元朝
996,1929年
997,1972年
998,新式鐵製蒸汽船
999,文森特
1000,反環境保護主義
1001,麥迪遜
1002,1946年
1003,蘇聯紅軍
1004,外匯帳戶
1005,1991年
1006,甘迺迪政府學院
1007,太陽
1008,修道主義
1009,1999年
1010,亞歷山大漢密爾頓
1011,中國
1012,1960年
1013,國務委員會委員長
1014,紐約尼克
1015,蓋戳
1016,東校區
1017,100萬
1018,第二代
1019,匈奴
1020,9月6日
1021,君主制
1022,工程化核酸酶
1023,伊薩克二世
1024,統帥
1025,外部刺激
1026,麥克阿瑟
1027,臺灣本身財政負擔的問題
1028,兼武漢行營副主任
1029,躲避戰亂
1030,朝鮮半島
1031,35.3億韓圓
1032,狄拉克
1033,保護人民
1034,1823年
1035,輔音
1036,三人團
1037,舊石器時代
1038,166年
1039,荀子
1040,集團軍
1041,半日制學堂
1042,國家領導人出訪過程中，如果遇到尷尬事件，通常會採用將畫面轉回直播間，以主持人自問自答的形式來等待尷尬事件
1043,愷撒
1044,韓語
1045,倫敦霍洛威
1046,佛教
1047,烏爾蘇拉
1048,1964年
1049,印度洋
1050,維持現狀
1051,挪威
1052,南北戰爭
1053,軍事介入失敗
1054,南華縣
1055,英國
1056,李紳
1057,在道路無需軌道行駛上的電車
1058,帝位世襲
1059,1060公釐
1060,1941年
1061,唐史學家
1062,劉表
1063,慶元
1064,北平綏靖公署主任張學良轉任軍事委員會北平分會副委員長
1065,英美法系
1066,石油危機
1067,唐朝
1068,奧斯陸峽灣
1069,1920年
1070,硫代硫酸氨
1071,《金雲翹傳》
1072,89萬人
1073,1912年
1074,1627年
1075,區域性污染
1076,阿內加達島
1077,唐生智
1078,夏季
1079,新北地方法院
1080,兩位次級領導人
1081,6世紀
1082,24所
1083,甘肅省
1084,領先盤
1085,1所
1086,義大利耶穌會
1087,一個
1088,破四舊
1089,三次
1090,為了獲得大寧地區的駐牧權
1091,梵語
1092,郭松齡
1093,爆炸性
1094,雲南省第二殖邊督辦公署
1095,明朝時期
1096,1968年
1097,多功能性
1098,1932年
1099,吉田定房
1100,世稱恭順
1101,氣候分類系統
1102,二戰
1103,募兵制代替徵兵制
1104,吳國
1105,汗位取得不合法
1106,奧東·德拉羅什
1107,海旁東
1108,帕塔普斯科河
1109,1945年
1110,義熙十一年
1111,戰時研發商
1112,赫爾辛基
1113,《男人四十》
1114,羅馬帝國
1115,1846年
1116,辛亥革命
1117,史夔
1118,合會朱陸」
1119,阿希佩戈拉公國
1120,阿拉伯半島
1121,亞歷山大一世
1122,加州尤巴城
1123,君主
1124,天下人
1125,日本
1126,尼古拉斯·尼葛洛龐帝
1127,朱序
1128,石油危機
1129,教育產業化
1130,1992年
1131,康拉德·阿登納
1132,山東半島
1133,聖奧古斯丁
1134,大約公元185年
1135,中國自治組織
1136,大正天皇
1137,西區圖書館
1138,北齊
1139,足利義輝
1140,內戰
1141,中華人民共和國衛生部
1142,人人平等
1143,斯拉夫人
1144,第4
1145,聯邦制
1146,1807年
1147,波多黎各
1148,瑞士蘇黎世州
1149,七月初四
1150,德國
1151,76間
1152,民國19年
1153,50元
1154,「新臺灣人服務團隊」分散了泛國民黨支持者的票源
1155,2次
1156,免耕拋秧法
1157,七個
1158,周恩來
1159,卡加梅
1160,93位
1161,悉曇體
1162,5月17日
1163,財務分析工具
1164,武力
1165,海軍少尉
1166,德川家康
1167,空射火箭
1168,1836年
1169,敘利亞
1170,上海
1171,德里克·羅勃茲
1172,伊斯蘭教
1173,以和平方式抱住大樹來阻止森林砍伐
1174,哥廷根亨德爾國際音樂節
1175,滬昆高速公路
1176,夜裡10點
1177,法國
1178,歐德謨
1179,本頓
1180,通州張家灣
1181,青春勵志片
1182,《血盟救國軍軍歌》
1183,廣州
1184,聽診器
1185,為當時膝下無兒的拿破崙生下一個繼承人
1186,唯泰主義
1187,1993年
1188,《海峽兩岸服務貿易協議
1189,中路軍
1190,自由主義
1191,1874年
1192,每一聲波周期因而都可以有一定數量的纖維同步發放
1193,卡斯特拉
1194,李克強
1195,河東道
1196,歐洲標準協會
1197,希波丹姆
1198,熱帶稀樹草原
1199,日本
1200,成為抗日民族統一戰線的具體組織形式
1201,63個
1202,46公里
1203,十六世紀
1204,帕多瓦大學
1205,八千多年前
1206,吉隆坡
1207,1889年
1208,不承擔國家賦役
1209,發展局
1210,該處是最溫暖的
1211,北京電視台
1212,舟山撤退
1213,十月革命
1214,德國
1215,美國大學協會
1216,公共教育經費
1217,日本關東軍
1218,開京
1219,美國大蕭條時期
1220,為了解決元成宗時期的財政危機，元武宗設置常平倉以平抑物價
1221,阿列克修斯四世
1222,政府
1223,蔣介石
1224,全印穆斯林聯盟
1225,受通古斯人壓力
1226,喇嘛教
1227,鎌倉時代
1228,太陽圈
1229,建設中國特色社會主義
1230,劉裕
1231,東正教
1232,法蘭西王國教會
1233,佛教
1234,三代
1235,東正教
1236,臺北市
1237,鄧小平
1238,南斯拉夫
1239,武陵
1240,殺蟲
1241,法國大革命
1242,自由韓國黨
1243,否決權
1244,二十世紀
1245,積極進攻
1246,加拿大
1247,1926年
1248,「義大利汽車之都
1249,火箭發動機
1250,機械門控通道
1251,在軌道上驅動列車
1252,聖喬治拉丁文學校
1253,23年
1254,1948年12月1日
1255,武宗系
1256,私兵制度
1257,魏博拉盧比民達行業工會
1258,文章奧府
1259,繁衍後代所需基因物質產生的方式
1260,非洲
1261,瓊州海峽
1262,安德魯約翰遜
1263,普林斯頓大學
1264,83年
1265,釣魚台國賓館
1266,伊達政宗
1267,量子物理學的進展
1268,民國5年
1269,中銀監
1270,潘章
1271,班傑明·富蘭克林
1272,高雄
1273,第二代
1274,日美神奈川條約
1275,北京
1276,無晶態
1277,哈利里德
1278,降低飛機被偵測到的機率、距離和避免被持續追蹤的可能
1279,柏拉圖
1280,波蘭人
1281,907事件
1282,英祖四年
1283,改良式老爺車
1284,『那一夜，我們說相聲』
1285,數以百萬計的人在家中、俱樂部中、網路上以通訊西洋棋或比賽形式對弈。西洋棋的棋盤由64
1286,1860年
1287,全球資訊網
1288,八月
1289,行為主義元素
1290,廣州話
1291,傑瑞·威斯特
1292,粳稻
1293,挪威
1294,1800個
1295,中國郵政集團公司
1296,承諾給予興、泉、漳、潮四郡為封地
1297,我們是一個民族！
1298,遷徙自科爾基斯的亞裔安納托利亞人
1299,福島縣會津地區
1300,1913年
1301,土地銷售
1302,阿拉曼人
1303,蒂夫·鮑爾默
1304,天花病
1305,牡丹峰樂團
1306,印度
1307,3座
1308,周敦頤
1309,下薩克森邦
1310,朱利烏斯·凱撒
1311,豫
1312,1919年4月13日
1313,1133515人
1314,《大越史記全書》
1315,排灣族
1316,牛津大學
1317,普選制度
1318,高宗
1319,2015年
1320,1969年
1321,民主黨
1322,三合院的前院
1323,九年一貫之綱要文句太含糊
1324,488年
1325,病態賭徒
1326,全國人民代表大會
1327,外太空
1328,黃中理
1329,扶助弱小民族使之自治自決
1330,西班牙
1331,1905年
1332,美國
1333,鐵
1334,拿破崙
1335,廣東省
1336,聖母大學
1337,羅馬法
1338,應用心理學家
1339,希臘
1340,拉丁字母
1341,《中俄密約》
1342,詹姆斯·史都華
1343,雙重國籍
1344,克拉克望遠鏡
1345,生物質
1346,秘書處
1347,就地掩埋
1348,66種
1349,類比訊號
1350,回族
1351,視錐細胞
1352,人口眾多
1353,威廉二世
1354,遵義會議
1355,《我於青春無悔》
1356,君士坦丁大帝
1357,美國國家草地網球聯盟
1358,8月26日
1359,希臘
1360,鐵鉉
1361,外交手段
1362,1887年
1363,2008年
1364,阿基米德
1365,2010年
1366,1918年
1367,對刺激的回應
1368,魯宗之
1369,荷蘭東印度公司對日本幕府散播西班牙企圖顛覆德川幕府陰謀
1370,「朝鮮王朝
1371,2012年
1372,生物動力學
1373,印度洋暖濕氣流
1374,濟州島
1375,中國不在外蒙駐兵、殖民、設官，承認外蒙自治，承認《俄蒙協約》及其專條，換回俄國承認中國在外蒙的宗主權
1376,耐高溫
1377,民國十八年
1378,濟州島
1379,一萬兌一比率
1380,25個
1381,東北停戰協定
1382,1996年
1383,1985年
1384,4世紀
1385,表示自己不受中央的指揮管轄，往往以選擇信仰天主教來顯示自己的獨立自主
1386,公元前三世紀
1387,港鐵九龍灣站
1388,1980年代
1389,1997年
1390,牛津大學
1391,折下吉延
1392,越南
1393,1914年
1394,為會議提供傳譯服務
1395,2300多種
1396,對能源的需求持續增長
1397,女性
1398,40倍
1399,1958年
1400,白色
1401,1856年
1402,忽必烈
1403,反革命事件
1404,夫人王光美
1405,理察·科伯恩·麥克勞林
1406,東德
1407,1624年
1408,15%
1409,道格拉斯
1410,奈及利亞
1411,亞洲
1412,2000年
1413,重力作用
1414,桑
1415,大量從東歐和波羅的海沿岸的前德國疆土被驅逐的難民在下薩克森邦落腳定居
1416,2013年2月28日
1417,1973年
1418,爭取民族權利
1419,明治大學
1420,哲學家
1421,10萬人
1422,惠宗
1423,抗佝僂病
1424,馬來-玻里尼西亞語族
1425,45%
1426,預算限制
1427,意識型態
1428,蘇美爾人
1429,元代
1430,43人
1431,限制性消化
1432,劉氏
1433,超級模特兒
1434,兩層
1435,志費尼
1436,中國共產黨
1437,《鋼鐵是怎樣煉成的》
1438,1994年12月1日
1439,最年輕的得獎者
1440,錫克教
1441,1986年
1442,《西部開拓史》
1443,遠古百越族
1444,省級公園
1445,米高彭博
1446,伊斯蘭教
1447,哲布尊丹巴
1448,明太祖
1449,歷史博物館
1450,阿內加達島
1451,翼身融合
1452,外國不可能介入內戰
1453,朝鮮民主主義人民共和國
1454,下層階級
1455,公共救濟
1456,非洲
1457,大學
1458,九龍灣
1459,廣州
1460,佛教
1461,陳朝
1462,11000間
1463,有色人種
1464,南斯拉夫共產黨
1465,漢諾威
1466,中央電視台高清綜合頻道
1467,石亭之戰
1468,《蘇蒙修好條約》
1469,主體史學
1470,球皺褶
1471,1662年
1472,1884年
1473,第二產業
1474,俄羅斯
1475,伍斯特
1476,整個表面積
1477,大量的中東歐地區的共產黨喪失了政權
1478,張議潮
